"projectKey","issueKey","type","severity","status","resolution","component","line","rule","message","effort","debt","author","creationDate","updateDate","tags","url"
"si091_reginsa_frontend","AZzie9d2Hru0ZB8CW9h1","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.ts","3021","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 66 to the 15 allowed.","56min","56min","julioaylas@sunedu.gob.pe","2026-01-23T23:01:51+0000","2026-03-12T14:36:49+0000","brain-overload","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9d2Hru0ZB8CW9h1&open=AZzie9d2Hru0ZB8CW9h1"
"si091_reginsa_frontend","AZzie9cpHru0ZB8CW9gu","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/administrado/administrado.component.html","75","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2026-01-22T22:39:55+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9cpHru0ZB8CW9gu&open=AZzie9cpHru0ZB8CW9gu"
"si091_reginsa_frontend","AZzie9cpHru0ZB8CW9gv","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/administrado/administrado.component.html","78","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2026-01-22T22:39:55+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9cpHru0ZB8CW9gv&open=AZzie9cpHru0ZB8CW9gv"
"si091_reginsa_frontend","AZzie9cpHru0ZB8CW9gp","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/administrado/administrado.component.html","66","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2026-01-22T20:31:19+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9cpHru0ZB8CW9gp&open=AZzie9cpHru0ZB8CW9gp"
"si091_reginsa_frontend","AZzie9cpHru0ZB8CW9gq","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/administrado/administrado.component.html","67","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2026-01-22T20:31:19+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9cpHru0ZB8CW9gq&open=AZzie9cpHru0ZB8CW9gq"
"si091_reginsa_frontend","AZzie9cUHru0ZB8CW9gl","CODE_SMELL","MINOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/administrado/administrado.component.ts","336","typescript:S6353","Use concise character class syntax '\D' instead of '[^0-9]'.","5min","5min","julioaylas@sunedu.gob.pe","2026-01-22T20:31:19+0000","2026-03-12T14:36:49+0000","regex","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9cUHru0ZB8CW9gl&open=AZzie9cUHru0ZB8CW9gl"
"si091_reginsa_frontend","AZzie9cUHru0ZB8CW9gm","CODE_SMELL","MINOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/administrado/administrado.component.ts","344","typescript:S6353","Use concise character class syntax '\D' instead of '[^0-9]'.","5min","5min","julioaylas@sunedu.gob.pe","2026-01-22T20:31:19+0000","2026-03-12T14:36:49+0000","regex","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9cUHru0ZB8CW9gm&open=AZzie9cUHru0ZB8CW9gm"
"si091_reginsa_frontend","AZzie9c9Hru0ZB8CW9gy","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.html","108","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2026-01-22T20:31:19+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9c9Hru0ZB8CW9gy&open=AZzie9c9Hru0ZB8CW9gy"
"si091_reginsa_frontend","AZzie9cpHru0ZB8CW9gn","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/administrado/administrado.component.html","37","Web:AvoidCommentedOutCodeCheck","Remove this commented out code.","5min","5min","julioaylas@sunedu.gob.pe","2026-01-22T15:52:33+0000","2026-03-12T14:36:49+0000","unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9cpHru0ZB8CW9gn&open=AZzie9cpHru0ZB8CW9gn"
"si091_reginsa_frontend","AZzie9cpHru0ZB8CW9go","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/administrado/administrado.component.html","65","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2026-01-22T15:52:33+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9cpHru0ZB8CW9go&open=AZzie9cpHru0ZB8CW9go"
"si091_reginsa_frontend","AZzie9cpHru0ZB8CW9gr","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/administrado/administrado.component.html","68","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2026-01-22T15:52:33+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9cpHru0ZB8CW9gr&open=AZzie9cpHru0ZB8CW9gr"
"si091_reginsa_frontend","AZzie9cpHru0ZB8CW9gs","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/administrado/administrado.component.html","71","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2026-01-22T15:52:33+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9cpHru0ZB8CW9gs&open=AZzie9cpHru0ZB8CW9gs"
"si091_reginsa_frontend","AZzie9cpHru0ZB8CW9gt","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/administrado/administrado.component.html","74","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2026-01-22T15:52:33+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9cpHru0ZB8CW9gt&open=AZzie9cpHru0ZB8CW9gt"
"si091_reginsa_frontend","AZzie9d1Hru0ZB8CW9hq","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.ts","1758","typescript:S3358","Extract this nested ternary operation into an independent statement.","5min","5min","julioaylas@sunedu.gob.pe","2026-01-21T19:31:13+0000","2026-03-12T14:36:49+0000","confusing","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9d1Hru0ZB8CW9hq&open=AZzie9d1Hru0ZB8CW9hq"
"si091_reginsa_frontend","AZzie9d2Hru0ZB8CW9h0","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.ts","2782","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.","11min","11min","julioaylas@sunedu.gob.pe","2026-01-21T19:31:13+0000","2026-03-12T14:36:49+0000","brain-overload","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9d2Hru0ZB8CW9h0&open=AZzie9d2Hru0ZB8CW9h0"
"si091_reginsa_frontend","AZzie9d1Hru0ZB8CW9hn","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.ts","1626","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 55 to the 15 allowed.","45min","45min","julioaylas@sunedu.gob.pe","2026-01-15T16:15:53+0000","2026-03-12T14:36:49+0000","brain-overload","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9d1Hru0ZB8CW9hn&open=AZzie9d1Hru0ZB8CW9hn"
"si091_reginsa_frontend","AZzie9d1Hru0ZB8CW9ht","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.ts","1989","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 65 to the 15 allowed.","55min","55min","julioaylas@sunedu.gob.pe","2026-01-15T16:15:53+0000","2026-03-12T14:36:49+0000","brain-overload","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9d1Hru0ZB8CW9ht&open=AZzie9d1Hru0ZB8CW9ht"
"si091_reginsa_frontend","AZzie9d1Hru0ZB8CW9hk","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.ts","1534","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 25 to the 15 allowed.","15min","15min","julioaylas@sunedu.gob.pe","2026-01-07T14:25:47+0000","2026-03-12T14:36:49+0000","brain-overload","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9d1Hru0ZB8CW9hk&open=AZzie9d1Hru0ZB8CW9hk"
"si091_reginsa_frontend","AZzie9d1Hru0ZB8CW9hl","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.ts","1568","typescript:S3358","Extract this nested ternary operation into an independent statement.","5min","5min","julioaylas@sunedu.gob.pe","2026-01-07T14:25:47+0000","2026-03-12T14:36:49+0000","confusing","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9d1Hru0ZB8CW9hl&open=AZzie9d1Hru0ZB8CW9hl"
"si091_reginsa_frontend","AZzie9d1Hru0ZB8CW9hm","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.ts","1570","typescript:S3358","Extract this nested ternary operation into an independent statement.","5min","5min","julioaylas@sunedu.gob.pe","2026-01-07T14:25:47+0000","2026-03-12T14:36:49+0000","confusing","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9d1Hru0ZB8CW9hm&open=AZzie9d1Hru0ZB8CW9hm"
"si091_reginsa_frontend","AZzie9eyHru0ZB8CW9h9","CODE_SMELL","MINOR","OPEN",,"si091_reginsa_frontend:src/app/layout/app.menuitem.component.ts","9","typescript:S1128","Remove this unused import of 'SimpleChanges'.","2min","2min","julioaylas@sunedu.gob.pe","2026-01-06T20:38:05+0000","2026-03-12T14:36:49+0000","es2015;unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9eyHru0ZB8CW9h9&open=AZzie9eyHru0ZB8CW9h9"
"si091_reginsa_frontend","AZzie9eyHru0ZB8CW9h-","CODE_SMELL","CRITICAL","OPEN",,"si091_reginsa_frontend:src/app/layout/app.menuitem.component.ts","309","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.","7min","7min","julioaylas@sunedu.gob.pe","2026-01-06T20:38:05+0000","2026-03-12T14:36:49+0000","brain-overload","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9eyHru0ZB8CW9h-&open=AZzie9eyHru0ZB8CW9h-"
"si091_reginsa_frontend","AZzie9eyHru0ZB8CW9h_","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/layout/app.menuitem.component.ts","385","typescript:S3358","Extract this nested ternary operation into an independent statement.","5min","5min","julioaylas@sunedu.gob.pe","2026-01-06T20:38:05+0000","2026-03-12T14:36:49+0000","confusing","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9eyHru0ZB8CW9h_&open=AZzie9eyHru0ZB8CW9h_"
"si091_reginsa_frontend","AZzie9d1Hru0ZB8CW9hd","CODE_SMELL","MINOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.ts","41","typescript:S3863","'@angular/router' import is duplicated.","1min","1min","julioaylas@sunedu.gob.pe","2025-12-30T16:54:35+0000","2026-03-12T14:36:49+0000","es2015","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9d1Hru0ZB8CW9hd&open=AZzie9d1Hru0ZB8CW9hd"
"si091_reginsa_frontend","AZzie9d1Hru0ZB8CW9he","CODE_SMELL","MINOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.ts","41","typescript:S1128","Remove this unused import of 'NavigationEnd'.","2min","2min","julioaylas@sunedu.gob.pe","2025-12-30T16:54:35+0000","2026-03-12T14:36:49+0000","es2015;unused","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9d1Hru0ZB8CW9he&open=AZzie9d1Hru0ZB8CW9he"
"si091_reginsa_frontend","AZzie9c9Hru0ZB8CW9hL","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.html","660","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2025-12-29T17:47:18+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9c9Hru0ZB8CW9hL&open=AZzie9c9Hru0ZB8CW9hL"
"si091_reginsa_frontend","AZzie9c9Hru0ZB8CW9hU","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.html","1338","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2025-12-29T17:47:18+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9c9Hru0ZB8CW9hU&open=AZzie9c9Hru0ZB8CW9hU"
"si091_reginsa_frontend","AZzie9d1Hru0ZB8CW9hx","CODE_SMELL","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.ts","2270","typescript:S3358","Extract this nested ternary operation into an independent statement.","5min","5min","julioaylas@sunedu.gob.pe","2025-12-29T17:47:18+0000","2026-03-12T14:36:49+0000","confusing","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9d1Hru0ZB8CW9hx&open=AZzie9d1Hru0ZB8CW9hx"
"si091_reginsa_frontend","AZzie9d1Hru0ZB8CW9hv","CODE_SMELL","MINOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.ts","2241","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","1min","1min","julioaylas@sunedu.gob.pe","2025-12-19T15:51:46+0000","2026-03-12T14:36:49+0000","redundant","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9d1Hru0ZB8CW9hv&open=AZzie9d1Hru0ZB8CW9hv"
"si091_reginsa_frontend","AZzie9c9Hru0ZB8CW9hP","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.html","1333","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2025-12-18T17:52:17+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9c9Hru0ZB8CW9hP&open=AZzie9c9Hru0ZB8CW9hP"
"si091_reginsa_frontend","AZzie9c9Hru0ZB8CW9hQ","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.html","1334","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2025-12-18T17:52:17+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9c9Hru0ZB8CW9hQ&open=AZzie9c9Hru0ZB8CW9hQ"
"si091_reginsa_frontend","AZzie9c9Hru0ZB8CW9hR","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.html","1335","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2025-12-18T17:52:17+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9c9Hru0ZB8CW9hR&open=AZzie9c9Hru0ZB8CW9hR"
"si091_reginsa_frontend","AZzie9c9Hru0ZB8CW9hS","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.html","1336","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2025-12-18T17:52:17+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9c9Hru0ZB8CW9hS&open=AZzie9c9Hru0ZB8CW9hS"
"si091_reginsa_frontend","AZzie9c9Hru0ZB8CW9hT","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.html","1337","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2025-12-18T17:52:17+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9c9Hru0ZB8CW9hT&open=AZzie9c9Hru0ZB8CW9hT"
"si091_reginsa_frontend","AZzie9c9Hru0ZB8CW9hV","BUG","MAJOR","OPEN",,"si091_reginsa_frontend:src/app/components/pages/infractor/infractor.component.html","1339","Web:TableHeaderHasIdOrScopeCheck","Add either an 'id' or a 'scope' attribute to this <th> tag.","10min","10min","julioaylas@sunedu.gob.pe","2025-12-18T17:52:17+0000","2026-03-12T14:36:49+0000","accessibility;wcag2-a","http://localhost:9000/project/issues?id=si091_reginsa_frontend&issues=AZzie9c9Hru0ZB8CW9hV&open=AZzie9c9Hru0ZB8CW9hV"
